,chromosome,start,stop,gene,score,strand,thickStart,thickEnd,gene_id
14951,chrX,6255452,6255512,Rbcn-3A_1,900,-,6255452,6255463,Rbcn-3A
14952,chrX,6255787,6255847,Spx_1,900,+,6255836,6255847,Spx
14953,chrX,6261088,6261148,CG3781_1,900,+,6261137,6261148,CG3781
14954,chrX,6267183,6267243,CG15898_1,900,-,6267183,6267194,CG15898
14955,chrX,6267761,6267821,Spt6_1,900,+,6267810,6267821,Spt6
14956,chrX,6276701,6276761,CG3566_1,900,-,6276701,6276712,CG3566
14958,chrX,6279557,6279617,Ubi-p5E_1,900,-,6279557,6279568,Ubi-p5E
14960,chrX,6287951,6288011,Top3beta_1,900,-,6287951,6287962,Top3beta
14961,chrX,6288058,6288118,wuho_1,900,+,6288107,6288118,wuho
14962,chrX,6291208,6291268,CG15897_1,900,-,6291208,6291219,CG15897
14963,chrX,6291302,6291362,CG15896_1,900,+,6291351,6291362,CG15896
14964,chrX,6294343,6294403,CG15892_1,900,-,6294343,6294354,CG15892
14967,chrX,6295377,6295437,CG3815_1,900,+,6295426,6295437,CG3815
14968,chrX,6301272,6301332,CG12219_1,900,-,6301272,6301283,CG12219
14969,chrX,6303926,6303986,CG3823_1,900,+,6303975,6303986,CG3823
14972,chrX,6330796,6330856,CG42240_1,900,+,6330845,6330856,CG42240
14976,chrX,6347054,6347114,CG3847_1,900,+,6347103,6347114,CG3847
14977,chrX,6350353,6350413,CG3446_1,900,-,6350353,6350364,CG3446
14980,chrX,6365665,6365725,swa_1,900,-,6365665,6365676,swa
14981,chrX,6365913,6365973,CG3869_1,900,+,6365962,6365973,CG3869
14982,chrX,6372902,6372962,PpV_1,900,-,6372902,6372913,PpV
14983,chrX,6384127,6384187,CG33664_1,900,+,6384176,6384187,CG33664
14984,chrX,6524312,6524372,CG42340_1,900,-,6524312,6524323,CG42340
14985,chrX,6524480,6524540,CG3918_1,900,+,6524529,6524540,CG3918
14986,chrX,6527871,6527931,CG3342_1,900,-,6527871,6527882,CG3342
14987,chrX,6528899,6528959,CG3926_1,900,+,6528948,6528959,CG3926
14990,chrX,6533960,6534020,dx_1,900,+,6534009,6534020,dx
14994,chrX,6589254,6589314,CG17717_1,900,+,6589303,6589314,CG17717
14995,chrX,6590812,6590872,Pat1_1,900,+,6590861,6590872,Pat1
15000,chrX,6633815,6633875,CG14443_1,900,+,6633864,6633875,CG14443
15001,chrX,6654213,6654273,CG3226_1,900,-,6654213,6654224,CG3226
15004,chrX,6661447,6661507,CG3224_1,900,-,6661447,6661458,CG3224
15005,chrX,6661660,6661720,Ctr1A_1,900,+,6661709,6661720,Ctr1A
15006,chrX,6673958,6674018,CG3198_1,900,-,6673958,6673969,CG3198
15007,chrX,6674355,6674415,CG4039_1,900,+,6674404,6674415,CG4039
15013,chrX,6681712,6681772,CG4095_1,900,+,6681761,6681772,CG4095
15016,chrX,6687404,6687464,CG44303_1,900,-,6687404,6687415,CG44303
15017,chrX,6688752,6688812,CG3184_1,900,-,6688752,6688763,CG3184
15018,chrX,6694990,6695050,CG14442_1,900,-,6694990,6695001,CG14442
15019,chrX,6698483,6698543,CG14440_1,900,-,6698483,6698494,CG14440
15025,chrX,6743070,6743130,RpL17_1,900,-,6743070,6743081,RpL17
15026,chrX,6744204,6744264,CG3203_1,900,-,6744204,6744215,CG3203
15027,chrX,6747499,6747559,CG14439_1,900,+,6747548,6747559,CG14439
15030,chrX,6771217,6771277,COQ7_1,900,+,6771266,6771277,COQ7
15031,chrX,6779663,6779723,shf_1,900,-,6779663,6779674,shf
15041,chrX,6813973,6814033,iav_1,900,+,6814022,6814033,iav
15042,chrX,6820836,6820896,Nf-YC_1,900,-,6820836,6820847,Nf-YC
15043,chrX,6820979,6821039,xit_1,900,+,6821028,6821039,xit
15044,chrX,6823170,6823230,Atx-1_1,900,+,6823219,6823230,Atx-1
15045,chrX,6824431,6824491,nonC_1,900,+,6824480,6824491,nonC
15046,chrX,6832699,6832759,CG12796_1,900,-,6832699,6832710,CG12796
15047,chrX,6843888,6843948,CG14435_1,900,-,6843888,6843899,CG14435
15048,chrX,6844304,6844364,CG4557_1,900,+,6844353,6844364,CG4557
15049,chrX,6849510,6849570,Cht11_1,900,-,6849510,6849521,Cht11
15050,chrX,6849745,6849805,CG4558_1,900,+,6849794,6849805,CG4558
15058,chrX,6908256,6908316,CG14431_1,900,+,6908305,6908316,CG14431
15059,chrX,6968730,6968790,CG32732_1,900,-,6968730,6968741,CG32732
15060,chrX,6969872,6969932,CG4586_1,900,+,6969921,6969932,CG4586
15061,chrX,6973325,6973385,CG3040_1,900,-,6973325,6973336,CG3040
15064,chrX,6981667,6981727,INX1_1,900,-,6981667,6981678,INX1
15066,chrX,6986443,6986503,bou_1,900,+,6986492,6986503,bou
15069,chrX,6998625,6998685,Inx2_1,900,+,6998674,6998685,Inx2
15071,chrX,7011114,7011174,cm_1,900,-,7011114,7011125,cm
15076,chrX,7013850,7013910,CG4593_1,900,+,7013899,7013910,CG4593
15077,chrX,7040558,7040618,CG14427_1,900,+,7040607,7040618,CG14427
15078,chrX,7049428,7049488,nullo_1,900,+,7049477,7049488,nullo
15079,chrX,7066057,7066117,CG12541_1,900,-,7066057,7066068,CG12541
15086,chrX,7102282,7102342,CG4615_1,900,-,7102282,7102293,CG4615
15087,chrX,7104458,7104518,CG4617_1,900,-,7104458,7104469,CG4617
15088,chrX,7104835,7104895,CG8300_1,900,+,7104884,7104895,CG8300
15089,chrX,7110279,7110339,fz4_1,900,-,7110279,7110290,fz4
15093,chrX,7266864,7266924,CG1958_1,900,+,7266913,7266924,CG1958
15097,chrX,7291260,7291320,unc-119_1,900,-,7291260,7291271,unc-119
15098,chrX,7307892,7307952,brk_1,900,+,7307941,7307952,brk
15099,chrX,7323757,7323817,Atg5_1,900,-,7323757,7323768,Atg5
15100,chrX,7324185,7324245,CG2079_1,900,+,7324234,7324245,CG2079
15101,chrX,7328964,7329024,CG18155_1,900,+,7329013,7329024,CG18155
15102,chrX,7332181,7332241,CG42780_1,900,-,7332181,7332192,CG42780
15103,chrX,7337308,7337368,CG1435_1,900,+,7337357,7337368,CG1435
15104,chrX,7337644,7337704,CBP_1,900,+,7337693,7337704,CBP
15105,chrX,7347448,7347508,CG15034_1,900,-,7347448,7347459,CG15034
15106,chrX,7358773,7358833,CG1999_1,900,+,7358822,7358833,CG1999
15107,chrX,7378079,7378139,CheA7a_1,900,+,7378128,7378139,CheA7a
15108,chrX,7383002,7383062,CG42781_1,900,-,7383002,7383013,CG42781
15109,chrX,7403180,7403240,CG15035_1,900,-,7403180,7403191,CG15035
15111,chrX,7407140,7407200,CG32727_1,900,+,7407189,7407200,CG32727
15112,chrX,7411910,7411970,CG42246_1,900,-,7411910,7411921,CG42246
15113,chrX,7412612,7412672,CG42704_1,900,+,7412661,7412672,CG42704
15114,chrX,7413819,7413879,CG42705_1,900,+,7413868,7413879,CG42705
15115,chrX,7417193,7417253,CG34337_1,900,+,7417242,7417253,CG34337
15116,chrX,7418545,7418605,CG9657_1,900,+,7418594,7418605,CG9657
15117,chrX,7424840,7424900,CG15036_1,900,-,7424840,7424851,CG15036
15118,chrX,7425732,7425792,CG32726_1,900,-,7425732,7425743,CG32726
15119,chrX,7452159,7452219,CG11368_1,900,+,7452208,7452219,CG11368
15120,chrX,7453320,7453380,CG43198_1,900,-,7453320,7453331,CG43198
15121,chrX,7528261,7528321,CG43138_1,900,+,7528310,7528321,CG43138
15122,chrX,7536945,7537005,CG32720_1,900,-,7536945,7536956,CG32720
15123,chrX,7547990,7548050,CG32719_1,900,-,7547990,7548001,CG32719
15124,chrX,7574275,7574335,CG11369_1,900,+,7574324,7574335,CG11369
15125,chrX,7586140,7586200,CG12689_1,900,-,7586140,7586151,CG12689
15132,chrX,7717917,7717977,CG15478_1,900,-,7717917,7717928,CG15478
15133,chrX,7722084,7722144,Hira_1,900,+,7722133,7722144,Hira
15134,chrX,7728322,7728382,NELF-B_1,900,-,7728322,7728333,NELF-B
15135,chrX,7728712,7728772,CG12155_1,900,+,7728761,7728772,CG12155
15138,chrX,7734894,7734954,Rab39_1,900,+,7734943,7734954,Rab39
15139,chrX,7736827,7736887,Tom40_1,900,+,7736876,7736887,Tom40
15140,chrX,7737336,7737396,OM40_1,900,+,7737385,7737396,OM40
15141,chrX,7768696,7768756,CG34338_1,900,+,7768745,7768756,CG34338
15142,chrX,7778139,7778199,CG32718_1,900,+,7778188,7778199,CG32718
15143,chrX,7826140,7826200,CG1402_1,900,+,7826189,7826200,CG1402
15144,chrX,7854220,7854280,CG10920_1,900,-,7854220,7854231,CG10920
15145,chrX,7858073,7858133,CG1409_1,900,+,7858122,7858133,CG1409
15146,chrX,7867036,7867096,Ir7b_1,900,-,7867036,7867047,Ir7b
15147,chrX,7873211,7873271,dec-1_1,900,-,7873211,7873222,dec-1
15148,chrX,7874438,7874498,Ir7c_1,900,+,7874487,7874498,Ir7c
15149,chrX,7884580,7884640,Ir7g_1,900,+,7884629,7884640,Ir7g
15150,chrX,7888706,7888766,CG10932_1,900,-,7888706,7888717,CG10932
15151,chrX,7891582,7891642,Nek2_1,900,-,7891582,7891593,Nek2
15154,chrX,7893993,7894053,p115_1,900,+,7894042,7894053,p115
15155,chrX,7901275,7901335,RpS6_1,900,-,7901275,7901286,RpS6
15156,chrX,7901835,7901895,bys_1,900,+,7901884,7901895,bys
15157,chrX,7907775,7907835,dpr14_1,900,-,7907775,7907786,dpr14
15158,chrX,7908891,7908951,CG1444_1,900,+,7908940,7908951,CG1444
15159,chrX,7912047,7912107,snz_1,900,+,7912096,7912107,snz
15160,chrX,7920172,7920232,hdm_1,900,-,7920172,7920183,hdm
15161,chrX,7920395,7920455,Ykt6_1,900,+,7920444,7920455,Ykt6
15162,chrX,7931366,7931426,CG10777_1,900,-,7931366,7931377,CG10777
15163,chrX,7933291,7933351,CG10778_1,900,-,7933291,7933302,CG10778
15164,chrX,7933697,7933757,RS14_1,900,+,7933746,7933757,RS14
15167,chrX,7935891,7935951,CG42593_1,900,+,7935940,7935951,CG42593
15170,chrX,7955936,7955996,CG15332_1,900,-,7955936,7955947,CG15332
15171,chrX,7955995,7956055,CG15330_1,900,+,7956044,7956055,CG15330
15172,chrX,7968235,7968295,sws_1,900,-,7968235,7968246,sws
15174,chrX,8021369,8021429,CG15333_1,900,-,8021369,8021380,CG15333
15175,chrX,8037498,8037558,CG2233_1,900,-,8037498,8037509,CG2233
15181,chrX,8061625,8061685,ITBX_1,900,+,8061674,8061685,ITBX
15182,chrX,8075456,8075516,Upf2_1,900,-,8075456,8075467,Upf2
15183,chrX,8075807,8075867,CG1571_1,900,+,8075856,8075867,CG1571
15184,chrX,8081568,8081628,CG2254_1,900,-,8081568,8081579,CG2254
15185,chrX,8087218,8087278,CG2256_1,900,-,8087218,8087229,CG2256
15194,chrX,8116997,8117057,CG1575_1,900,+,8117046,8117057,CG1575
15195,chrX,8121119,8121179,CG2260_1,900,-,8121119,8121130,CG2260
15197,chrX,8129827,8129887,CG2116_1,900,+,8129876,8129887,CG2116
15198,chrX,8132239,8132299,CG10958_1,900,+,8132288,8132299,CG10958
15200,chrX,8135775,8135835,CG2120_1,900,+,8135824,8135835,CG2120
15201,chrX,8142229,8142289,Smox_1,900,-,8142229,8142240,Smox
15204,chrX,8145556,8145616,SYFA_1,900,-,8145556,8145567,SYFA
15205,chrX,8145806,8145866,CG2129_1,900,+,8145855,8145866,CG2129
15206,chrX,8148739,8148799,CG10959_1,900,+,8148788,8148799,CG10959
15207,chrX,8152267,8152327,Gbeta5_1,900,-,8152267,8152278,Gbeta5
15208,chrX,8152898,8152958,CG18262_1,900,+,8152947,8152958,CG18262
15209,chrX,8157373,8157433,Traf6_1,900,-,8157373,8157384,Traf6
15210,chrX,8157585,8157645,GIIIspla2_1,900,+,8157634,8157645,GIIIspla2
15211,chrX,8159954,8160014,CG15337_1,900,+,8160003,8160014,CG15337
15212,chrX,8162782,8162842,CG10761_1,900,-,8162782,8162793,CG10761
15213,chrX,8165715,8165775,Or7a_1,900,-,8165715,8165726,Or7a
15214,chrX,8177153,8177213,slpr_1,900,-,8177153,8177164,slpr
15220,chrX,8240620,8240680,CG2147_1,900,+,8240669,8240680,CG2147
15225,chrX,8244092,8244152,Trxr-1_1,900,+,8244141,8244152,Trxr-1
15226,chrX,8251392,8251452,ND75_1,900,-,8251392,8251403,ND75
15227,chrX,8251609,8251669,NUAM_1,900,-,8251609,8251620,NUAM
15228,chrX,8252622,8252682,CG1632_1,900,+,8252671,8252682,CG1632
15229,chrX,8271391,8271451,Corp_1,900,-,8271391,8271402,Corp
15230,chrX,8273402,8273462,CG1636_1,900,+,8273451,8273462,CG1636
15231,chrX,8273817,8273877,CG15343_1,900,-,8273817,8273828,CG15343
15232,chrX,8367182,8367242,nAChRalpha3_1,900,-,8367182,8367193,nAChRalpha3
15233,chrX,8385732,8385792,CG1387_1,900,+,8385781,8385792,CG1387
15234,chrX,8398271,8398331,CG15345_1,900,-,8398271,8398282,CG15345
15235,chrX,8398913,8398973,CG10555_1,900,+,8398962,8398973,CG10555
15236,chrX,8407235,8407295,CG11190_1,900,-,8407235,8407246,CG11190
15241,chrX,8433812,8433872,CG32712_1,900,-,8433812,8433823,CG32712
15246,chrX,8442333,8442393,CG12123_1,900,-,8442333,8442344,CG12123
15247,chrX,8454970,8455030,org-1_1,900,-,8454970,8454981,org-1
15250,chrX,8461436,8461496,Es2_1,900,+,8461485,8461496,Es2
15251,chrX,8464363,8464423,Sptr_1,900,-,8464363,8464374,Sptr
15252,chrX,8466417,8466477,CG33223_1,900,-,8466417,8466428,CG33223
15253,chrX,8468996,8469056,CG12116_1,900,-,8468996,8469007,CG12116
15254,chrX,8470815,8470875,Cp7Fa_1,900,+,8470864,8470875,Cp7Fa
15255,chrX,8473784,8473844,Cp7Fb_1,900,+,8473833,8473844,Cp7Fb
15256,chrX,8477070,8477130,Cp7Fc_1,900,+,8477119,8477130,Cp7Fc
15257,chrX,8479275,8479335,Cp36_1,900,+,8479324,8479335,Cp36
15258,chrX,8481786,8481846,CH38_1,900,+,8481835,8481846,CH38
15269,chrX,8529666,8529726,PIP82_1,900,-,8529666,8529677,PIP82
15270,chrX,8558742,8558802,IntS4_1,900,-,8558742,8558753,IntS4
15271,chrX,8560193,8560253,CG12112_1,900,-,8560193,8560204,CG12112
15276,chrX,8570939,8570999,CG12111_1,900,-,8570939,8570950,CG12111
15277,chrX,8573581,8573641,spirit_1,900,-,8573581,8573592,spirit
15278,chrX,8574258,8574318,CG12065_1,900,+,8574307,8574318,CG12065
15279,chrX,8588811,8588871,CG12081_1,900,+,8588860,8588871,CG12081
15280,chrX,8591709,8591769,CG12659_1,900,-,8591709,8591720,CG12659
15281,chrX,8591986,8592046,Crag_1,900,+,8592035,8592046,Crag
15282,chrX,8606285,8606345,Caf1-180_1,900,-,8606285,8606296,Caf1-180
15285,chrX,8677058,8677118,CG12772_1,900,+,8677107,8677118,CG12772
15291,chrX,8690299,8690359,Ogg1_1,900,+,8690348,8690359,Ogg1
15292,chrX,8693574,8693634,CG11294_1,900,-,8693574,8693585,CG11294
15293,chrX,8709605,8709665,CG1787_1,900,+,8709654,8709665,CG1787
15296,chrX,8714890,8714950,CG1785_1,900,+,8714939,8714950,CG1785
15298,chrX,8720263,8720323,l(1)G0020_1,900,-,8720263,8720274,l(1)G0020
15299,chrX,8720486,8720546,CG1789_1,900,+,8720535,8720546,CG1789
15307,chrX,8891792,8891852,MOEH_1,900,-,8891792,8891803,MOEH
15311,chrX,8900247,8900307,CG1885_1,900,-,8900247,8900258,CG1885
15312,chrX,8901668,8901728,Rbm13_1,900,+,8901717,8901728,Rbm13
15317,chrX,8923666,8923726,CG12661_1,900,-,8923666,8923677,CG12661
15318,chrX,8923902,8923962,CG43255_1,900,+,8923951,8923962,CG43255
15320,chrX,8974244,8974304,CG10962_1,900,-,8974244,8974255,CG10962
15328,chrX,9078484,9078544,CG44325_1,900,-,9078484,9078495,CG44325
15330,chrX,9081028,9081088,CG7246_1,900,-,9081028,9081039,CG7246
15332,chrX,9082906,9082966,APC4_1,900,+,9082955,9082966,APC4
15333,chrX,9085888,9085948,CG32708_1,900,+,9085937,9085948,CG32708
15334,chrX,9089467,9089527,CG7033_1,900,+,9089516,9089527,CG7033
15335,chrX,9103724,9103784,CG7766_1,900,-,9103724,9103735,CG7766
15336,chrX,9106563,9106623,Bx42_1,900,-,9106563,9106574,Bx42
15337,chrX,9107026,9107086,CG7039_1,900,+,9107075,9107086,CG7039
15340,chrX,9135022,9135082,fend_1,900,-,9135022,9135033,fend
15341,chrX,9142444,9142504,CG7065_1,900,+,9142493,9142504,CG7065
15342,chrX,9149039,9149099,fh_1,900,-,9149039,9149050,fh
15343,chrX,9149277,9149337,CG7055_1,900,+,9149326,9149337,CG7055
15346,chrX,9156653,9156713,H33B_1,900,-,9156653,9156664,H33B
15347,chrX,9158477,9158537,Ost48_1,900,-,9158477,9158488,Ost48
15348,chrX,9158539,9158599,Dip1_1,900,+,9158588,9158599,Dip1
15349,chrX,9159956,9160016,CG9034_1,900,-,9159956,9159967,CG9034
15350,chrX,9162077,9162137,Zpr1_1,900,-,9162077,9162088,Zpr1
15351,chrX,9162090,9162150,CG44532_1,900,+,9162139,9162150,CG44532
15355,chrX,9190591,9190651,CG12115_1,900,-,9190591,9190602,CG12115
15356,chrX,9191610,9191670,CG12057_1,900,+,9191659,9191670,CG12057
15357,chrX,9192626,9192686,CG12056_1,900,+,9192675,9192686,CG12056
15358,chrX,9193895,9193955,CG12106_1,900,+,9193944,9193955,CG12106
15359,chrX,9196385,9196445,CG12118_1,900,-,9196385,9196396,CG12118
15360,chrX,9201802,9201862,CG2194_1,900,-,9201802,9201813,CG2194
15361,chrX,9210536,9210596,CG12119_1,900,-,9210536,9210547,CG12119
15362,chrX,9214805,9214865,Obp8a_1,900,+,9214854,9214865,Obp8a
15363,chrX,9215741,9215801,CG15368_1,900,+,9215790,9215801,CG15368
15364,chrX,9216835,9216895,CG15369_1,900,+,9216884,9216895,CG15369
15365,chrX,9223263,9223323,t_1,900,-,9223263,9223274,t
15366,chrX,9225398,9225458,CG15370_1,900,+,9225447,9225458,CG15370
15367,chrX,9232333,9232393,CG12121_1,900,-,9232333,9232344,CG12121
15368,chrX,9243475,9243535,mxc_1,900,-,9243475,9243486,mxc
15369,chrX,9243761,9243821,Larp7_1,900,+,9243810,9243821,Larp7
15370,chrX,9247114,9247174,amx_1,900,-,9247114,9247125,amx
15375,chrX,9256130,9256190,ric8a_1,900,+,9256179,9256190,ric8a
15376,chrX,9267659,9267719,Erk7_1,900,-,9267659,9267670,Erk7
15377,chrX,9269940,9270000,CG17440_1,900,-,9269940,9269951,CG17440
15378,chrX,9272940,9273000,Cfp1_1,900,-,9272940,9272951,Cfp1
15379,chrX,9273406,9273466,CG16892_1,900,+,9273455,9273466,CG16892
15380,chrX,9283077,9283137,c11.1_1,900,-,9283077,9283088,c11.1
15381,chrX,9284511,9284571,lz_1,900,+,9284560,9284571,lz
15382,chrX,9319202,9319262,c12.1_1,900,-,9319202,9319213,c12.1
15383,chrX,9319297,9319357,c12.2_1,900,+,9319346,9319357,c12.2
15384,chrX,9330535,9330595,CG34450_1,900,-,9330535,9330546,CG34450
15385,chrX,9356231,9356291,CG34449_1,900,-,9356231,9356242,CG34449
15386,chrX,9356589,9356649,BCL7-like_1,900,+,9356638,9356649,BCL7-like
15390,chrX,9533752,9533812,CG34026_1,900,+,9533801,9533812,CG34026
15391,chrX,9550825,9550885,CG32700_1,900,-,9550825,9550836,CG32700
15392,chrX,9553645,9553705,CG32701_1,900,-,9553645,9553656,CG32701
15393,chrX,9554581,9554641,CG2998_1,900,+,9554630,9554641,CG2998
15394,chrX,9556535,9556595,CG15317_1,900,-,9556535,9556546,CG15317
15395,chrX,9576218,9576278,CG42395_1,900,-,9576218,9576229,CG42395
15396,chrX,9579966,9580026,CG32699_1,900,-,9579966,9579977,CG32699
15399,chrX,9601018,9601078,Gga_1,900,+,9601067,9601078,Gga
15400,chrX,9605945,9606005,Lst8_1,900,-,9605945,9605956,Lst8
15401,chrX,9608784,9608844,CG12141_1,900,-,9608784,9608795,CG12141
15409,chrX,9658884,9658944,CG32697_1,900,-,9658884,9658895,CG32697
15410,chrX,9662745,9662805,CG3106_1,900,-,9662745,9662756,CG3106
15414,chrX,9694138,9694198,btd_1,900,+,9694187,9694198,btd
15415,chrX,9729601,9729661,Sp1_1,900,+,9729650,9729661,Sp1
15421,chrX,9865169,9865229,Ser7_1,900,+,9865218,9865229,Ser7
15422,chrX,9868566,9868626,CG45060_1,900,-,9868566,9868577,CG45060
15423,chrX,9871685,9871745,CG45061_1,900,-,9871685,9871696,CG45061
15424,chrX,9873979,9874039,CG32695_1,900,-,9873979,9873990,CG32695
15425,chrX,9876661,9876721,CG15247_1,900,-,9876661,9876672,CG15247
15426,chrX,9878373,9878433,CG1468_1,900,+,9878422,9878433,CG1468
15427,chrX,9879823,9879883,CG9686_1,900,+,9879872,9879883,CG9686
15428,chrX,9881910,9881970,CG9689_1,900,+,9881959,9881970,CG9689
15429,chrX,9884419,9884479,CG9691_1,900,+,9884468,9884479,CG9691
15432,chrX,9911115,9911175,CG1986_1,900,-,9911115,9911126,CG1986
15433,chrX,9930930,9930990,CG1780_1,900,-,9930930,9930941,CG1780
15434,chrX,9964871,9964931,CG1791_1,900,-,9964871,9964882,CG1791
15435,chrX,9965215,9965275,CG1889_1,900,+,9965264,9965275,CG1889
15438,chrX,9980549,9980609,CG15252_1,900,-,9980549,9980560,CG15252
15439,chrX,9989645,9989705,CG12649_1,900,+,9989694,9989705,CG12649
15440,chrX,10009156,10009216,CG33557_1,900,+,10009205,10009216,CG33557
15441,chrX,10010435,10010495,CG2990_1,900,+,10010484,10010495,CG2990
15444,chrX,10052622,10052682,VIT2_1,900,-,10052622,10052633,VIT2
15445,chrX,10053695,10053755,Yp1_1,900,+,10053744,10053755,Yp1
15448,chrX,10070855,10070915,CG15312_1,900,-,10070855,10070866,CG15312
15449,chrX,10082452,10082512,ZAP3_1,900,-,10082452,10082463,ZAP3
15450,chrX,10083123,10083183,CG2972_1,900,+,10083172,10083183,CG2972
15451,chrX,10086154,10086214,CG2974_1,900,-,10086154,10086165,CG2974
15452,chrX,10086483,10086543,RhoU_1,900,+,10086532,10086543,RhoU
15453,chrX,10153546,10153606,CG12645_1,900,+,10153595,10153606,CG12645
15454,chrX,10158386,10158446,CG43902_1,900,+,10158435,10158446,CG43902
15458,chrX,10212938,10212998,l(1)G0230_1,900,+,10212987,10212998,l(1)G0230
15459,chrX,10216626,10216686,CG2962_1,900,-,10216626,10216637,CG2962
15460,chrX,10219126,10219186,CG15308_1,900,-,10219126,10219137,CG15308
15463,chrX,10232384,10232444,CG2961_1,900,-,10232384,10232395,CG2961
15464,chrX,10233084,10233144,Ipod_1,900,-,10233084,10233095,Ipod
15468,chrX,10265248,10265308,CG12643_1,900,-,10265248,10265259,CG12643
15469,chrX,10309120,10309180,alpha-Man-I_1,900,-,10309120,10309131,alpha-Man-I
15470,chrX,10325925,10325985,M121_1,900,-,10325925,10325936,M121
15471,chrX,10326418,10326478,CG2909_1,900,+,10326467,10326478,CG2909
15472,chrX,10329797,10329857,Gip_1,900,-,10329797,10329808,Gip
15473,chrX,10331821,10331881,CG15306_1,900,-,10331821,10331832,CG15306
15474,chrX,10333603,10333663,CG43740_1,900,+,10333652,10333663,CG43740
15475,chrX,10366247,10366307,CG2221_1,900,-,10366247,10366258,CG2221
15476,chrX,10367476,10367536,CG32679_1,900,-,10367476,10367487,CG32679
15477,chrX,10368050,10368110,CG17841_1,900,+,10368099,10368110,CG17841
15478,chrX,10375326,10375386,CG32686_1,900,-,10375326,10375337,CG32686
15479,chrX,10375375,10375435,CG2898_1,900,+,10375424,10375435,CG2898
15482,chrX,10385917,10385977,PP1B_1,900,+,10385966,10385977,PP1B
15483,chrX,10417392,10417452,RabX2_1,900,+,10417441,10417452,RabX2
15486,chrX,10460724,10460784,Neb-cGP_1,900,+,10460773,10460784,Neb-cGP
15491,chrX,10478482,10478542,CG2887_1,900,-,10478482,10478493,CG2887
15499,chrX,10566591,10566651,CG15296_1,900,-,10566591,10566602,CG15296
15501,chrX,10589024,10589084,Rab9D_1,900,+,10589073,10589084,Rab9D
15502,chrX,10595855,10595915,Hmr_1,900,-,10595855,10595866,Hmr
15503,chrX,10596101,10596161,CG2124_1,900,+,10596150,10596161,CG2124
15506,chrX,10620196,10620256,CG43347_1,900,-,10620196,10620207,CG43347
15507,chrX,10627103,10627163,CG9806_1,900,-,10627103,10627114,CG9806
15510,chrX,10657626,10657686,CG2111_1,900,+,10657675,10657686,CG2111
15511,chrX,10673452,10673512,CG12637_1,900,-,10673452,10673463,CG12637
15512,chrX,10744459,10744519,ras_1,900,+,10744508,10744519,ras
15513,chrX,10744919,10744979,CG32676_1,900,-,10744919,10744930,CG32676
15514,chrX,10745386,10745446,IMDH_1,900,+,10745435,10745446,IMDH
15515,chrX,10757655,10757715,Rph_1,900,-,10757655,10757666,Rph
15520,chrX,10768208,10768268,CG1534_1,900,-,10768208,10768219,CG1534
15522,chrX,10768553,10768613,BTBD9_1,900,+,10768602,10768613,BTBD9
15525,chrX,10780642,10780702,Ant2_1,900,-,10780642,10780653,Ant2
15533,chrX,10839184,10839244,CG15210_1,900,+,10839233,10839244,CG15210
15534,chrX,10842159,10842219,CG15209_1,900,+,10842208,10842219,CG15209
15535,chrX,10845095,10845155,CG32669_1,900,-,10845095,10845106,CG32669
15536,chrX,10847069,10847129,sbr_1,900,-,10847069,10847080,sbr
15537,chrX,10847438,10847498,CG17333_1,900,+,10847487,10847498,CG17333
15538,chrX,10848709,10848769,CG2202_1,900,+,10848758,10848769,CG2202
15539,chrX,10854833,10854893,feo_1,900,-,10854833,10854844,feo
15540,chrX,10857390,10857450,sofe_1,900,-,10857390,10857401,sofe
15541,chrX,10857625,10857685,CG2186_1,900,+,10857674,10857685,CG2186
15542,chrX,10869235,10869295,CG2157_1,900,+,10869284,10869295,CG2157
15543,chrX,10877763,10877823,CG1637_1,900,-,10877763,10877774,CG1637
